ID,Unnamed: 0,P_VALUE,Q_VALUE,PERIOD,LAG,AMPLITUDE,OFFSET,MEAN_PERIODICITY,SCATTER,TP_30_REP_1,TP_30_REP_2,TP_30_REP_3,TP_60_REP_1,TP_60_REP_2,TP_60_REP_3,TP_90_REP_1,TP_90_REP_2,TP_90_REP_3,TP_120_REP_1,TP_120_REP_2,TP_120_REP_3,Ensembl_ID
Fkbp4,5619,1.0,1.0,129.11076,28.76806272,0.062632252,12.26735464,0.14645632,0.722977491,12.16474367,12.34705414,12.3186261,12.29770569,12.32777918,12.34533647,12.14838297,12.10751257,12.19305492,12.39038013,12.25287824,12.2687852,ENSMUSG00000030357
Gm10069,5620,1.0,1.0,130.47156,103.8259666,0.240495095,2.213086249,0.18117005,1.636346519,1.653558632,1.028511431,2.445395742,,3.504443064,1.217043392,2.134929468,2.378459798,1.975723236,3.040776928,2.363669288,2.465811466,ENSMUSG00000059659
2310001H17Rik,5623,0.29300569,0.895236073,131.86165,48.2687963,0.525881181,2.994124445,0.84315073,1.465112383,3.794574201,2.632173254,3.758276628,3.594359138,,3.161595697,4.072968738,2.378459798,2.222361638,3.040776928,1.026229427,2.960986794,ENSMUSG00000097354
Cd69,5624,0.36072036,0.961315216,127.26831,54.68952795,0.453914905,2.191048651,0.6202801,1.584498994,2.670209892,,1.776314665,2.365805982,3.504443064,,2.134929468,3.232603418,0.793532547,2.683023979,1.619830158,1.091594198,ENSMUSG00000030156
Clec1b,5626,1.0,1.0,127.07865,109.2160559,0.407173103,3.315149816,0.2510547,0.991577383,2.894965454,4.223315388,2.976776136,2.709115706,2.626276168,2.655075294,2.960569729,5.112637822,3.584926587,,3.506772358,3.156664819,ENSMUSG00000030159
Gabarapl1,5630,0.73222249,1.0,128.16338,73.43220525,0.098308192,7.529171346,0.7384867,2.545121353,7.188449214,7.610764555,7.648893324,7.397127084,7.481000604,7.915477348,7.610904067,7.7494704,7.455562255,7.322338347,7.452567729,7.603011054,ENSMUSG00000030161
Magohb,5632,1.0,1.0,130.71156,91.53492211,0.023091542,6.104707509,0.25734234,1.384700235,6.229588046,5.836822769,5.641379954,6.243731818,6.164212407,6.085281361,5.902010362,6.373236805,6.017883334,6.159590358,6.2010182,6.057524989,ENSMUSG00000030188
Ybx3,5634,0.67617729,1.0,131.58015,64.91905916,0.05723824,11.05725419,0.5774559,2.322699254,11.06383246,11.17408848,10.93514619,11.05061835,11.04211481,11.14312639,11.10196695,11.04542252,11.12632116,11.10600127,10.80015364,11.09798534,ENSMUSG00000030189
Smim10l1,5635,1.0,1.0,131.25932,54.31548226,0.00098235,8.289503292,0.12507096,0.98316261,8.540217468,8.26085371,8.488505079,8.386885188,7.99175324,8.072809887,8.390997684,8.55797399,8.399132031,8.47264095,7.833118065,7.918404196,ENSMUSG00000072704
Etv6,5636,1.0,1.0,129.5272,101.0129863,0.072806381,7.501762155,0.17765655,1.278330353,7.85614143,7.531892582,7.320757797,7.152282611,7.735700896,7.116537409,7.684118185,7.601335556,7.820990854,7.255653339,7.583095891,7.386041905,ENSMUSG00000030199
